episode,reward,final_f1,total_tokens,policy_loss,value_loss
1,0.6895147235576924,0.6923076923076924,143.0,0.8853699564933777,0.724609375
2,0.10714395630411255,0.11255411255411256,277.0,0.28107693791389465,0.08120691031217575
3,0.4588219572368421,0.4631578947368421,222.0,0.5656718015670776,0.3460766077041626
4,0.13027911679964535,0.13475177304964536,229.0,0.20224538445472717,0.04387036710977554
5,0.1515384615384615,0.9615384615384615,591.0,0.22823035717010498,0.03681027144193649
6,-0.015138339920948624,0.09486166007905138,569.0,-0.037534065544605255,0.0014174485113471746
7,-0.04984962406015039,0.06015037593984962,780.0,-0.10700127482414246,0.010742050595581532
8,0.1065834683319398,0.11371237458193979,365.0,0.020844412967562675,0.0005207376088947058
9,-0.08647058823529408,0.8235294117647058,530.0,-0.19677643477916718,0.02860843390226364
10,0.028655472132034638,0.03463203463203464,306.0,-0.08259661495685577,0.008632288314402103
11,-0.021564625850340136,0.08843537414965986,633.0,-0.18571293354034424,0.0322742760181427
12,0.09000000000000008,1.0,1144.0,-0.011546051129698753,0.0004469925188459456
13,0.2923828125000001,1.0,390.0,0.24082767963409424,0.03909019008278847
14,0.001755642361111101,0.1111111111111111,479.0,-0.10565167665481567,0.00969882495701313
15,0.29000000000000004,1.0,521.0,0.23655332624912262,0.03912309929728508
16,0.29125,1.0,448.0,0.24715374410152435,0.04518575593829155
17,0.03907858455882353,0.04411764705882353,258.0,-0.08758548647165298,0.008549724705517292
18,0.16088948349530832,0.2680965147453083,369.0,0.012595327571034431,0.00018254188762512058
19,0.29537109375000004,1.0,237.0,0.1897232085466385,0.02928893081843853
20,0.21710376701732673,0.32673267326732675,493.0,0.09498290717601776,0.007764049805700779
21,0.2917773437500001,1.0,421.0,0.1549796760082245,0.020429372787475586
22,0.29162109375,1.0,429.0,0.12993276119232178,0.014871431514620781
23,0.02096976902173913,0.02608695652173913,262.0,-0.19212616980075836,0.035362254828214645
24,0.054895299692622954,0.05901639344262295,211.0,-0.12420471757650375,0.014233306050300598
25,0.2937304687500001,1.0,321.0,0.08570430427789688,0.006994519382715225
26,0.29427734375000003,1.0,293.0,0.10836047679185867,0.011584918946027756
27,0.29000000000000004,1.0,626.0,0.05262936279177666,0.0029598590917885303
28,0.2945898437500001,1.0,277.0,0.09070685505867004,0.008612346835434437
29,0.19000000000000006,1.0,663.0,-0.0630580484867096,0.0033563594333827496
30,-0.002320772058823528,0.7058823529411764,420.0,-0.21918025612831116,0.05370068550109863
31,0.29314453125000006,1.0,351.0,0.04198399558663368,0.0019711805507540703
32,-0.0913953488372093,0.0186046511627907,548.0,-0.40567532181739807,0.11496452987194061
33,0.29011718750000004,1.0,506.0,0.02467023953795433,0.0007508572889491916
34,0.19000000000000006,1.0,599.0,-0.03376707434654236,0.0009887610794976354
35,0.11066518498563219,0.11494252873563218,219.0,-0.11885550618171692,0.010340333916246891
36,0.29046875000000005,1.0,488.0,0.05969558283686638,0.004321642220020294
37,0.06303789227320675,0.06751054852320675,229.0,-0.1984861046075821,0.027616649866104126
38,0.16964558462078652,0.17415730337078653,231.0,-0.04439132660627365,0.0013715020613744855
39,0.10988121811224494,0.8163265306122449,330.0,-0.09516095370054245,0.011396998539566994
40,0.0957142857142857,0.2057142857142857,641.0,-0.11601737141609192,0.00902579165995121
41,0.10189828458629892,0.10676156583629892,249.0,-0.10630950331687927,0.007397731766104698
42,0.29326171875000007,1.0,345.0,0.10933834314346313,0.015201258473098278
43,0.10315725492738588,0.10788381742738588,242.0,-0.06494687497615814,0.0027632180135697126
44,0.9978125,1.0,112.0,0.9638050198554993,0.7044212222099304
45,0.2946484375,1.0,274.0,0.146445170044899,0.025930751115083694
46,0.19000000000000006,1.0,532.0,0.051352355629205704,0.0027283283416181803
47,0.08228819880653267,0.09045226130653267,418.0,-0.10601723194122314,0.007190655451267958
48,0.19000000000000006,1.0,824.0,0.05160513147711754,0.002733588684350252
49,0.11677787162162162,0.12162162162162161,248.0,-0.0334024503827095,0.0006972586270421743
50,0.29000000000000004,1.0,573.0,0.11467216908931732,0.01711026020348072
51,0.12665364583333338,0.8333333333333334,342.0,-0.014407974667847157,0.0002613680262584239
52,0.19000000000000006,1.0,863.0,0.048135966062545776,0.002227319637313485
53,0.29230468750000005,1.0,394.0,0.13314032554626465,0.022410357370972633
54,0.2945703125000001,1.0,278.0,0.12930409610271454,0.020906036719679832
55,0.19000000000000006,1.0,868.0,0.021032167598605156,0.0005263036582618952
56,0.29378906250000003,1.0,318.0,0.1017988994717598,0.013606253080070019
57,0.2930859375,1.0,354.0,0.10190438479185104,0.013621065765619278
58,0.5000505050505051,0.5050505050505051,256.0,0.3711329996585846,0.08559197187423706
59,0.29302734375000006,1.0,357.0,0.07642920315265656,0.007833668030798435
60,0.2935937500000001,1.0,328.0,0.01590430736541748,0.0003555842849891633
61,0.19000000000000006,1.0,851.0,-0.06397100538015366,0.003972931765019894
62,0.2915234375000001,1.0,434.0,0.015620199963450432,0.0003409764904063195
63,0.2906640625000001,1.0,478.0,-0.002863507717847824,1.182022606371902e-05
64,0.2931054687500001,1.0,353.0,0.0003055697015952319,1.3263026232834818e-07
65,0.29138671875,1.0,441.0,-0.021265938878059387,0.0006525212083943188
66,0.29279296875000005,1.0,369.0,-0.0034936568699777126,1.6410358512075618e-05
67,0.5229564144736841,0.5263157894736842,172.0,0.28041520714759827,0.05337800830602646
68,0.31668256915983606,0.32131147540983607,237.0,-0.031094985082745552,0.0006162469508126378
69,0.29425781250000005,1.0,294.0,-0.048211026936769485,0.002691469620913267
70,0.21248046875,0.21875,321.0,-0.13188393414020538,0.012007690034806728
71,0.2903125000000001,1.0,496.0,-0.05637465417385101,0.004014701582491398
72,0.19000000000000006,1.0,1034.0,-0.1820991486310959,0.029854068532586098
73,0.29322265625,1.0,347.0,-0.024714196100831032,0.0007223227294161916
74,0.06259570983676976,0.06872852233676977,314.0,-0.3342771530151367,0.07532869279384613
75,-0.2887390988372092,0.4186046511627907,376.0,-0.5564071536064148,0.35144734382629395
76,0.19000000000000006,1.0,582.0,-0.09528882801532745,0.008266889490187168
77,-0.11120481927710835,0.6987951807228916,801.0,-0.4261894226074219,0.16294638812541962
78,0.29351562500000006,1.0,332.0,0.06291357427835464,0.004110997077077627
79,0.19000000000000006,1.0,970.0,-0.03850448131561279,0.0012985969660803676
80,0.022669300835253457,0.027649769585253458,255.0,-0.24975773692131042,0.042976412922143936
81,-0.08457627118644069,0.02542372881355932,654.0,-0.3078819513320923,0.06970853358507156
82,0.29000000000000004,1.0,647.0,0.10096409916877747,0.010074762627482414
83,0.29181640625000005,1.0,419.0,0.15329039096832275,0.022818561643362045
84,0.09000000000000008,1.0,1159.0,-0.04237523302435875,0.002001093700528145
85,0.3565660511363636,0.3636363636363636,362.0,0.2280636429786682,0.04530409723520279
86,0.19000000000000006,1.0,526.0,0.09255681186914444,0.0076155406422913074
87,-0.015579399141630895,0.0944206008583691,755.0,-0.15062692761421204,0.017711983993649483
88,-0.08489539748953975,0.025104602510460254,734.0,-0.21630069613456726,0.03526734188199043
89,0.29000000000000004,1.0,581.0,0.09121368825435638,0.008134844712913036
90,0.5684012276785715,0.5714285714285715,155.0,0.4915629029273987,0.18622539937496185
91,-0.15999999999999992,0.65,781.0,-0.26620128750801086,0.06160711497068405
92,0.11081033909574468,0.11702127659574468,318.0,0.025578398257493973,0.0005111579084768891
93,0.11792699353448276,0.12413793103448276,318.0,0.03496706485748291,0.0008994610398076475
94,0.5676590401785715,0.5714285714285715,193.0,0.42559221386909485,0.17528800666332245
95,0.29000000000000004,1.0,575.0,0.2012423425912857,0.04045628756284714
96,-0.09181818181818183,0.11818181818181818,888.0,-0.16530632972717285,0.02110024355351925
97,0.2948242187500001,1.0,265.0,0.20833177864551544,0.04344705119729042
98,-0.0708695652173913,0.7391304347826086,639.0,-0.16297002136707306,0.021843571215867996
99,0.01322823660714286,0.01785714285714286,237.0,-0.07674470543861389,0.0049791596829891205
100,0.29431640625,1.0,291.0,0.18620248138904572,0.03542774170637131
101,0.1431640625,0.15,350.0,0.03670231252908707,0.0011634683469310403
102,0.29302734375000006,1.0,357.0,0.18985791504383087,0.03721572458744049
103,0.046834320262738864,0.05095541401273886,211.0,-0.07801143079996109,0.004875497426837683
104,0.5957421875,0.6,218.0,0.3807528614997864,0.1477222889661789
105,0.061109847184065924,0.06593406593406592,247.0,-0.07130450755357742,0.004359528422355652
106,0.29435546875000007,1.0,289.0,0.11069951206445694,0.012453511357307434
107,0.06656529017857142,0.07142857142857142,249.0,-0.07995481789112091,0.0055077108554542065
108,0.29179687500000007,1.0,420.0,0.1211925819516182,0.016963208094239235
109,0.13494801383706465,0.13930348258706465,223.0,-0.03162582963705063,0.0008186560589820147
110,0.040131138392857146,0.044642857142857144,231.0,-0.13647985458374023,0.016134463250637054
111,0.29000000000000004,1.0,651.0,0.04142801836133003,0.0018740567611530423
112,0.12438548018292683,0.8292682926829268,250.0,-0.16971124708652496,0.03132305666804314
113,-0.14148615056818184,0.06818181818181818,495.0,-0.37113112211227417,0.09484618157148361
114,0.5321904328075081,0.5367412140575081,233.0,0.343998521566391,0.10695162415504456
115,0.1669933744820442,0.1712707182320442,219.0,-0.010154563933610916,7.73605570429936e-05
116,0.2904296875000001,1.0,490.0,0.11414865404367447,0.014682309702038765
117,-0.1597907949790795,0.0502092050209205,992.0,-0.35141509771347046,0.07773058861494064
118,0.2940820312500001,1.0,303.0,0.10775165259838104,0.012826909311115742
119,0.2931250000000001,1.0,352.0,0.10280066728591919,0.01256891991943121
120,0.06382799213435375,0.06802721088435375,215.0,-0.115515798330307,0.010134510695934296
121,0.06893353411259541,0.07633587786259541,379.0,-0.1686415821313858,0.02502945438027382
122,0.29218750000000004,1.0,400.0,0.1131666973233223,0.016514981165528297
123,0.2157817263719512,0.2195121951219512,191.0,0.026905950158834457,0.000606440706178546
124,0.2911328125,1.0,454.0,0.10481101274490356,0.014229943044483662
